803 802 422 416
0 0 0
2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 0 0
16 0 0
18 0 0
20 0 0
22 0 0
24 0 0
26 0 0
28 60 0
30 62 0
32 64 0
34 66 0
36 68 0
38 70 0
40 72 0
42 76 0
44 76 0
46 76 0
48 76 0
50 82 0
52 84 0
54 86 0
56 86 0
58 88 0
60 90 0
62 92 0
64 92 0
66 96 0
68 98 0
70 100 0
72 100 0
74 102 0
76 104 0
78 104 0
80 108 0
82 108 0
84 110 0
86 112 0
88 114 0
90 116 0
92 116 0
94 118 0
96 120 0
98 122 0
100 124 0
102 124 0
104 126 0
106 128 0
108 130 0
110 132 0
112 134 0
114 134 0
116 138 0
118 138 0
120 140 0
122 142 0
124 142 0
126 144 0
128 146 0
130 148 0
132 150 0
134 150 0
136 152 0
138 152 0
140 152 0
142 158 0
144 158 0
146 160 0
148 162 0
150 164 0
152 166 0
154 168 0
156 168 0
158 170 0
160 172 0
162 172 0
164 174 0
166 178 0
168 178 0
170 180 0
172 182 0
174 182 0
176 184 0
178 186 0
180 188 0
182 188 0
184 190 0
186 192 0
188 192 0
190 194 0
192 196 0
194 196 0
196 196 0
198 194 0
200 198 0
202 198 0
204 198 0
206 200 0
208 206 0
210 206 0
212 204 0
214 208 0
216 208 0
218 216 0
220 218 0
222 220 0
224 220 0
226 222 0
228 224 0
230 226 0
232 228 0
234 226 0
236 230 0
238 230 0
240 230 0
242 232 0
244 232 0
246 234 0
248 236 0
250 234 0
252 234 0
254 238 0
0 0 0
2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 0 0
16 0 44
18 0 50
20 0 56
22 0 60
24 0 62
26 0 64
28 0 66
30 0 68
32 0 72
34 0 74
36 0 74
38 0 76
40 0 76
42 0 76
44 0 82
46 0 84
48 0 86
50 0 86
52 0 88
54 0 92
56 0 90
58 0 94
60 0 96
62 0 96
64 0 98
66 0 100
68 0 100
70 0 104
72 0 104
74 0 106
76 0 106
78 0 110
80 0 112
82 0 112
84 0 114
86 0 114
88 0 114
90 0 118
92 0 118
94 0 120
96 0 122
98 0 122
100 0 126
102 0 128
104 0 128
106 0 130
108 0 132
110 0 132
112 0 134
114 0 136
116 0 138
118 0 138
120 0 140
122 0 142
124 0 146
126 0 146
128 0 146
130 0 148
132 0 150
134 0 150
136 0 152
138 0 152
140 0 154
142 0 154
144 0 156
146 0 160
148 0 160
150 0 162
152 0 162
154 0 162
156 0 162
158 0 164
160 0 164
162 0 172
164 0 172
166 0 172
168 0 174
170 0 174
172 0 176
174 0 178
176 0 178
178 0 182
180 0 182
182 0 184
184 0 186
186 0 186
188 0 188
190 0 188
192 0 188
194 0 194
196 0 194
198 0 196
200 0 196
202 0 196
204 0 198
206 0 198
208 0 198
210 0 198
212 0 198
214 0 198
216 0 202
218 0 202
220 0 200
222 0 202
224 0 202
226 0 202
228 0 202
230 0 204
232 0 202
234 0 204
236 0 204
238 0 204
240 0 206
242 0 226
244 0 228
246 0 228
248 0 228
250 0 230
252 0 230
254 0 230
